Date,Time,Biomass,Dissolved_oxygen,pH,T_heater,T_liquid,T_sensor,T_amb,Power,PWM_feed,PWM_heater
08-01-2024_13-16-26,60,0.031,0.0,-3.511,22.423,22.522,21.927,22.062,-0.114,150.0,0.0
08-01-2024_13-16-27,60,0.031,0.0,-3.511,22.423,22.552,21.944,22.062,-0.051,150.0,0.0
08-01-2024_13-16-27,60,0.031,0.0,-3.511,22.423,22.522,21.931,22.062,-0.102,150.0,0.0
08-01-2024_13-16-27,61,0.031,0.0,-3.511,22.419,22.535,21.939,22.057,-0.091,150.0,0.0
08-01-2024_13-16-27,61,0.031,0.0,-3.511,22.429,22.582,21.935,22.061,-0.086,150.0,0.0
08-01-2024_13-16-28,61,0.031,0.0,-3.511,22.426,22.542,21.918,22.058,-0.093,150.0,0.0
08-01-2024_13-16-28,61,0.031,0.0,-3.511,22.426,22.581,21.96,22.056,-0.091,150.0,0.0
08-01-2024_13-16-28,62,0.031,0.0,-3.511,22.418,22.636,21.931,22.06,-0.084,150.0,0.0
08-01-2024_13-16-28,62,0.031,0.0,-3.511,22.425,22.567,21.938,22.057,-0.097,150.0,0.0
08-01-2024_13-16-29,62,0.031,0.0,-3.511,22.426,22.603,21.936,22.06,-0.108,150.0,0.0
08-01-2024_13-16-29,62,0.031,0.0,-3.511,22.423,22.598,21.906,22.058,-0.081,150.0,0.0
08-01-2024_13-16-29,63,0.031,0.0,-3.511,22.419,22.572,21.929,22.057,-0.093,150.0,0.0
08-01-2024_13-16-29,63,0.031,0.0,-3.511,22.421,22.638,21.937,22.058,-0.068,150.0,0.0
08-01-2024_13-16-30,63,0.031,0.0,-3.511,22.43,22.604,21.962,22.057,-0.101,150.0,0.0
08-01-2024_13-16-30,63,0.031,0.0,-3.511,22.427,22.585,21.935,22.061,-0.114,150.0,0.0
08-01-2024_13-16-30,64,0.031,0.0,-3.511,22.429,22.503,21.953,22.052,-0.085,150.0,0.0
08-01-2024_13-16-30,64,0.031,0.0,-3.511,22.423,22.655,21.94,22.057,-0.112,150.0,0.0
08-01-2024_13-16-31,64,0.031,0.0,-3.511,22.426,22.506,21.92,22.056,-0.063,150.0,0.0
08-01-2024_13-16-31,64,0.031,0.0,-3.511,22.427,22.557,21.921,22.056,-0.098,150.0,0.0
08-01-2024_13-16-31,65,0.031,0.0,-3.511,22.424,22.587,21.942,22.057,-0.096,150.0,0.0
08-01-2024_13-16-31,65,0.031,0.0,-3.511,22.423,22.573,21.916,22.055,-0.09,150.0,0.0
08-01-2024_13-16-32,65,0.031,0.0,-3.511,22.426,22.591,21.939,22.051,-0.072,150.0,0.0
08-01-2024_13-16-32,65,0.031,0.0,-3.511,22.418,22.58,21.944,22.056,-0.067,150.0,0.0
08-01-2024_13-16-32,66,0.031,0.0,-3.511,22.42,22.563,21.95,22.055,-0.049,150.0,0.0
08-01-2024_13-16-32,66,0.031,0.0,-3.511,22.426,22.624,21.929,22.054,-0.06,150.0,0.0
08-01-2024_13-16-33,66,0.031,0.0,-3.511,22.422,22.583,21.942,22.047,-0.082,150.0,0.0
08-01-2024_13-16-33,66,0.031,0.0,-3.511,22.418,22.58,21.929,22.053,-0.074,150.0,0.0
08-01-2024_13-16-33,67,0.031,0.0,-3.511,22.417,22.529,21.952,22.048,-0.075,150.0,0.0
08-01-2024_13-16-33,67,0.031,0.0,-3.511,22.425,22.584,21.956,22.051,-0.072,150.0,0.0
08-01-2024_13-16-34,67,0.031,0.0,-3.511,22.412,22.535,21.933,22.055,-0.073,150.0,0.0
08-01-2024_13-16-34,67,0.031,0.0,-3.511,22.422,22.522,21.912,22.044,-0.091,150.0,0.0
08-01-2024_13-16-34,68,0.031,0.0,-3.511,22.427,22.506,21.957,22.048,-0.047,150.0,0.0
08-01-2024_13-16-34,68,0.031,0.0,-3.511,22.424,22.565,21.945,22.049,-0.092,150.0,0.0
08-01-2024_13-16-35,68,0.031,0.0,-3.511,22.42,22.588,21.942,22.049,-0.09,150.0,0.0
08-01-2024_13-16-35,68,0.031,0.0,-3.511,22.421,22.555,21.929,22.044,-0.104,150.0,0.0
08-01-2024_13-16-35,69,0.031,0.0,-3.511,22.419,22.5,21.932,22.045,-0.074,150.0,0.0
08-01-2024_13-16-35,69,0.031,0.0,-3.511,22.42,22.618,21.916,22.039,-0.058,150.0,0.0
08-01-2024_13-16-36,69,0.031,0.0,-3.511,22.409,22.57,21.912,22.049,-0.074,150.0,0.0
08-01-2024_13-16-36,69,0.031,0.0,-3.511,22.418,22.528,21.94,22.043,-0.07,150.0,0.0
08-01-2024_13-16-36,70,0.031,0.0,-3.511,22.417,22.582,21.934,22.046,-0.059,150.0,0.0
08-01-2024_13-16-36,70,0.031,0.0,-3.511,22.42,22.523,21.935,22.054,-0.073,150.0,0.0
08-01-2024_13-16-37,70,0.031,0.0,-3.511,22.409,22.571,21.937,22.043,-0.078,150.0,0.0
08-01-2024_13-16-37,70,0.031,0.0,-3.511,22.416,22.62,21.919,22.046,-0.071,150.0,0.0
08-01-2024_13-16-37,71,0.031,0.0,-3.511,22.41,22.642,21.943,22.045,-0.07,150.0,0.0
08-01-2024_13-16-37,71,0.031,0.0,-3.511,22.415,22.58,21.915,22.036,-0.102,150.0,0.0
08-01-2024_13-16-38,71,0.031,0.0,-3.511,22.412,22.593,21.908,22.033,-0.078,150.0,0.0
08-01-2024_13-16-38,71,0.031,0.0,-3.511,22.418,22.549,21.944,22.042,-0.112,150.0,0.0
08-01-2024_13-16-38,72,0.031,0.0,-3.511,22.411,22.543,21.939,22.031,-0.064,150.0,0.0
08-01-2024_13-16-38,72,0.031,0.0,-3.511,22.42,22.487,21.941,22.032,-0.086,150.0,0.0
08-01-2024_13-16-39,72,0.031,0.0,-3.511,22.411,22.529,21.946,22.03,-0.06,150.0,0.0
08-01-2024_13-16-39,72,0.031,0.0,-3.511,22.41,22.683,21.911,22.034,-0.06,150.0,0.0
08-01-2024_13-16-39,73,0.031,0.0,-3.511,22.407,22.547,21.957,22.031,-0.08,150.0,0.0
08-01-2024_13-16-39,73,0.031,0.0,-3.511,22.408,22.554,21.923,22.026,-0.076,150.0,0.0
08-01-2024_13-16-40,73,0.031,0.0,-3.511,22.416,22.579,21.97,22.023,-0.103,150.0,0.0
08-01-2024_13-16-40,73,0.031,0.0,-3.511,22.415,22.454,21.936,22.031,-0.073,150.0,0.0
08-01-2024_13-16-40,74,0.031,0.0,-3.511,22.411,22.523,21.946,22.025,-0.074,150.0,0.0
08-01-2024_13-16-40,74,0.031,0.0,-3.511,22.415,22.601,21.935,22.025,-0.085,150.0,0.0
08-01-2024_13-16-41,74,0.031,0.0,-3.511,22.417,22.589,21.943,22.027,-0.102,150.0,0.0
08-01-2024_13-16-41,74,0.031,0.0,-3.511,22.401,22.581,21.932,22.019,-0.054,150.0,0.0
08-01-2024_13-16-41,75,0.031,0.0,-3.511,22.413,22.573,21.945,22.02,-0.073,150.0,0.0
08-01-2024_13-16-41,75,0.031,0.0,-3.511,22.41,22.585,21.919,22.022,-0.061,150.0,0.0
08-01-2024_13-16-42,75,0.031,0.0,-3.511,22.406,22.548,21.936,22.024,-0.089,150.0,0.0
08-01-2024_13-16-42,75,0.031,0.0,-3.511,22.41,22.539,21.966,22.021,-0.091,150.0,0.0
08-01-2024_13-16-42,76,0.031,0.0,-3.511,22.406,22.533,21.94,22.017,-0.069,150.0,0.0
08-01-2024_13-16-42,76,0.031,0.0,-3.511,22.405,22.543,21.94,22.025,-0.077,150.0,0.0
08-01-2024_13-16-43,76,0.031,0.0,-3.511,22.398,22.537,21.944,22.018,-0.084,150.0,0.0
08-01-2024_13-16-43,76,0.031,0.0,-3.511,22.409,22.573,21.963,22.022,-0.094,150.0,0.0
08-01-2024_13-16-43,77,0.031,0.0,-3.511,22.4,22.514,21.943,22.026,-0.097,150.0,0.0
08-01-2024_13-16-43,77,0.031,0.0,-3.511,22.411,22.576,21.944,22.021,-0.096,150.0,0.0
08-01-2024_13-16-44,77,0.031,0.0,-3.511,22.401,22.599,21.923,22.027,-0.098,150.0,0.0
08-01-2024_13-16-44,77,0.031,0.0,-3.511,22.399,22.588,21.944,22.025,-0.082,150.0,0.0
08-01-2024_13-16-44,78,0.031,0.0,-3.511,22.407,22.543,21.964,22.026,-0.098,150.0,0.0
08-01-2024_13-16-44,78,0.031,0.0,-3.511,22.413,22.585,21.936,22.03,-0.074,150.0,0.0
08-01-2024_13-16-45,78,0.031,0.0,-3.511,22.404,22.552,21.931,22.034,-0.073,150.0,0.0
08-01-2024_13-16-45,78,0.031,0.0,-3.511,22.405,22.601,21.928,22.034,-0.076,150.0,0.0
08-01-2024_13-16-45,79,0.031,0.0,-3.511,22.409,22.613,21.924,22.036,-0.081,150.0,0.0
08-01-2024_13-16-45,79,0.031,0.0,-3.511,22.397,22.59,21.92,22.033,-0.071,150.0,0.0
08-01-2024_13-16-46,79,0.031,0.0,-3.511,22.407,22.542,21.942,22.036,-0.092,150.0,0.0
08-01-2024_13-16-46,79,0.031,0.0,-3.511,22.395,22.589,21.955,22.039,-0.074,150.0,0.0
08-01-2024_13-16-46,80,0.031,0.0,-3.511,22.395,22.593,21.949,22.04,-0.069,150.0,0.0
08-01-2024_13-16-46,80,0.031,0.0,-3.511,22.399,22.558,21.97,22.039,-0.087,150.0,0.0
08-01-2024_13-16-47,80,0.031,0.0,-3.511,22.401,22.487,21.94,22.034,-0.12,150.0,0.0
08-01-2024_13-16-47,80,0.031,0.0,-3.511,22.401,22.586,21.966,22.043,-0.104,150.0,0.0
08-01-2024_13-16-47,81,0.031,0.0,-3.511,22.402,22.544,21.926,22.039,-0.053,150.0,0.0
08-01-2024_13-16-47,81,0.031,0.0,-3.511,22.413,22.562,21.938,22.039,-0.096,150.0,0.0
08-01-2024_13-16-48,81,0.031,0.0,-3.511,22.412,22.552,21.938,22.036,-0.078,150.0,0.0
08-01-2024_13-16-48,81,0.031,0.0,-3.511,22.404,22.529,21.944,22.037,-0.096,150.0,0.0
08-01-2024_13-16-48,82,0.031,0.0,-3.511,22.408,22.573,21.932,22.038,-0.077,150.0,0.0
08-01-2024_13-16-48,82,0.031,0.0,-3.511,22.406,22.611,21.923,22.038,-0.082,150.0,0.0
08-01-2024_13-16-49,82,0.031,0.0,-3.511,22.403,22.573,21.976,22.038,-0.082,150.0,0.0
08-01-2024_13-16-49,82,0.031,0.0,-3.511,22.395,22.598,21.944,22.038,-0.067,150.0,0.0
08-01-2024_13-16-49,83,0.031,0.0,-3.511,22.409,22.537,21.941,22.041,-0.096,150.0,0.0
08-01-2024_13-16-49,83,0.031,0.0,-3.511,22.393,22.554,21.983,22.044,-0.09,150.0,0.0
08-01-2024_13-16-50,83,0.031,0.0,-3.511,22.403,22.606,21.93,22.044,-0.082,150.0,0.0
08-01-2024_13-16-50,83,0.031,0.0,-3.511,22.407,22.554,21.957,22.046,-0.089,150.0,0.0
08-01-2024_13-16-50,84,0.031,0.0,-3.511,22.399,22.578,21.949,22.052,-0.104,150.0,0.0
08-01-2024_13-16-50,84,0.031,0.0,-3.511,22.401,22.572,21.92,22.058,-0.063,150.0,0.0
08-01-2024_13-16-51,84,0.031,0.0,-3.511,22.396,22.547,21.962,22.057,-0.071,150.0,0.0
08-01-2024_13-16-51,84,0.031,0.0,-3.511,22.394,22.526,21.94,22.068,-0.062,150.0,0.0
08-01-2024_13-16-51,85,0.031,0.0,-3.511,22.403,22.606,21.944,22.065,-0.091,150.0,0.0
08-01-2024_13-16-51,85,0.031,0.0,-3.511,22.397,22.619,21.947,22.074,-0.088,150.0,0.0
08-01-2024_13-16-52,85,0.031,0.0,-3.511,22.399,22.506,21.94,22.073,-0.042,150.0,0.0
08-01-2024_13-16-52,85,0.031,0.0,-3.511,22.403,22.55,21.981,22.081,-0.052,150.0,0.0
08-01-2024_13-16-52,86,0.031,0.0,-3.511,22.399,22.624,21.924,22.079,-0.087,150.0,0.0
08-01-2024_13-16-52,86,0.031,0.0,-3.511,22.396,22.558,21.949,22.08,-0.091,150.0,0.0
08-01-2024_13-16-53,86,0.031,0.0,-3.511,22.396,22.54,21.925,22.084,-0.105,150.0,0.0
08-01-2024_13-16-53,86,0.031,0.0,-3.511,22.394,22.543,21.938,22.08,-0.072,150.0,0.0
08-01-2024_13-16-53,87,0.031,0.0,-3.511,22.393,22.565,21.941,22.086,-0.079,150.0,0.0
08-01-2024_13-16-54,87,0.031,0.0,-3.511,22.389,22.56,21.944,22.086,-0.115,150.0,0.0
08-01-2024_13-16-54,87,0.031,0.0,-3.511,22.4,22.518,21.944,22.082,-0.052,150.0,0.0
08-01-2024_13-16-54,87,0.031,0.0,-3.511,22.404,22.528,21.941,22.085,-0.078,150.0,0.0
08-01-2024_13-16-54,88,0.031,0.0,-3.511,22.389,22.607,21.969,22.082,-0.058,150.0,0.0
08-01-2024_13-16-55,88,0.031,0.0,-3.511,22.397,22.619,21.962,22.084,-0.076,150.0,0.0
08-01-2024_13-16-55,88,0.031,0.0,-3.511,22.4,22.557,21.98,22.084,-0.065,150.0,0.0
08-01-2024_13-16-55,88,0.031,0.0,-3.511,22.39,22.585,21.923,22.078,-0.064,150.0,0.0
08-01-2024_13-16-55,89,0.031,0.0,-3.511,22.401,22.583,21.95,22.081,-0.05,150.0,0.0
08-01-2024_13-16-56,89,0.031,0.0,-3.511,22.392,22.589,21.971,22.078,-0.059,150.0,0.0
08-01-2024_13-16-56,89,0.031,0.0,-3.511,22.399,22.568,21.918,22.082,-0.074,150.0,0.0
08-01-2024_13-16-56,89,0.031,0.0,-3.511,22.389,22.543,21.928,22.078,-0.067,150.0,0.0
08-01-2024_13-16-56,90,0.031,0.0,-3.511,22.393,22.475,21.957,22.076,-0.057,150.0,0.0
08-01-2024_13-16-57,90,0.031,0.0,-3.511,22.394,22.585,21.939,22.075,-0.033,150.0,0.0
08-01-2024_13-16-57,90,0.031,0.0,-3.511,22.385,22.531,21.927,22.073,-0.061,150.0,0.0
08-01-2024_13-16-57,90,0.031,0.0,-3.511,22.395,22.542,21.968,22.081,-0.061,150.0,0.0
08-01-2024_13-16-57,91,0.031,0.0,-3.511,22.392,22.576,21.962,22.077,-0.097,150.0,0.0
08-01-2024_13-16-58,91,0.031,0.0,-3.511,22.396,22.582,21.957,22.078,-0.055,150.0,0.0
08-01-2024_13-16-58,91,0.031,0.0,-3.511,22.394,22.541,21.954,22.078,-0.066,150.0,0.0
08-01-2024_13-16-58,91,0.031,0.0,-3.511,22.387,22.559,21.955,22.082,-0.075,150.0,0.0
08-01-2024_13-16-58,92,0.031,0.0,-3.511,22.402,22.567,21.938,22.075,-0.061,150.0,0.0
08-01-2024_13-16-59,92,0.031,0.0,-3.511,22.395,22.531,21.965,22.077,-0.05,150.0,0.0
08-01-2024_13-16-59,92,0.031,0.0,-3.511,22.388,22.533,21.954,22.075,-0.056,150.0,0.0
08-01-2024_13-16-59,92,0.031,0.0,-3.511,22.39,22.612,21.944,22.08,-0.084,150.0,0.0
08-01-2024_13-16-59,93,0.031,0.0,-3.511,22.399,22.547,21.923,22.076,-0.047,150.0,0.0
08-01-2024_13-17-00,93,0.031,0.0,-3.511,22.387,22.618,21.94,22.073,-0.076,150.0,0.0
08-01-2024_13-17-00,93,0.031,0.0,-3.511,22.401,22.578,21.938,22.068,-0.062,150.0,0.0
08-01-2024_13-17-00,93,0.031,0.0,-3.511,22.389,22.575,21.937,22.076,-0.093,150.0,0.0
08-01-2024_13-17-00,94,0.031,0.0,-3.511,22.39,22.588,21.946,22.066,-0.047,150.0,0.0
08-01-2024_13-17-01,94,0.031,0.0,-3.511,22.381,22.547,21.933,22.064,-0.081,150.0,0.0
08-01-2024_13-17-01,94,0.031,0.0,-3.511,22.395,22.641,21.95,22.067,-0.124,150.0,0.0
08-01-2024_13-17-01,94,0.031,0.0,-3.511,22.389,22.525,21.933,22.064,-0.074,150.0,0.0
08-01-2024_13-17-01,95,0.031,0.0,-3.511,22.393,22.545,21.976,22.067,-0.068,150.0,0.0
08-01-2024_13-17-02,95,0.031,0.0,-3.511,22.386,22.644,21.938,22.071,-0.06,150.0,0.0
08-01-2024_13-17-02,95,0.031,0.0,-3.511,22.386,22.615,21.931,22.064,-0.084,150.0,0.0
08-01-2024_13-17-02,95,0.031,0.0,-3.511,22.39,22.481,21.924,22.062,-0.09,150.0,0.0
08-01-2024_13-17-02,96,0.031,0.0,-3.511,22.384,22.556,21.944,22.063,-0.053,150.0,0.0
08-01-2024_13-17-03,96,0.031,0.0,-3.511,22.39,22.554,21.939,22.069,-0.068,150.0,0.0
08-01-2024_13-17-03,96,0.031,0.0,-3.511,22.39,22.588,21.952,22.073,-0.077,150.0,0.0
08-01-2024_13-17-03,96,0.031,0.0,-3.511,22.401,22.585,21.957,22.072,-0.086,150.0,0.0
08-01-2024_13-17-03,97,0.031,0.0,-3.511,22.39,22.606,21.953,22.078,-0.059,150.0,0.0
08-01-2024_13-17-04,97,0.031,0.0,-3.511,22.385,22.61,21.946,22.09,-0.065,150.0,0.0
08-01-2024_13-17-04,97,0.031,0.0,-3.511,22.394,22.551,21.974,22.097,-0.069,150.0,0.0
08-01-2024_13-17-04,97,0.031,0.0,-3.511,22.397,22.508,21.952,22.107,-0.102,150.0,0.0
08-01-2024_13-17-04,98,0.031,0.0,-3.511,22.388,22.57,21.962,22.12,-0.073,150.0,0.0
08-01-2024_13-17-05,98,0.031,0.0,-3.511,22.384,22.647,21.969,22.132,-0.06,150.0,0.0
08-01-2024_13-17-05,98,0.031,0.0,-3.511,22.385,22.594,21.943,22.137,-0.05,150.0,0.0
08-01-2024_13-17-05,98,0.031,0.0,-3.511,22.387,22.484,21.936,22.144,-0.069,150.0,0.0
08-01-2024_13-17-05,99,0.031,0.0,-3.511,22.384,22.571,21.93,22.156,-0.07,150.0,0.0
08-01-2024_13-17-06,99,0.031,0.0,-3.511,22.383,22.622,21.944,22.162,-0.083,150.0,0.0
08-01-2024_13-17-06,99,0.031,0.0,-3.511,22.387,22.562,21.979,22.166,-0.065,150.0,0.0
08-01-2024_13-17-06,100,0.031,0.0,-3.511,22.383,22.625,21.948,22.173,-0.073,150.0,0.0
08-01-2024_13-17-06,100,0.031,0.0,-3.511,22.387,22.658,21.932,22.182,-0.081,150.0,0.0
08-01-2024_13-17-07,100,0.031,0.0,-3.511,22.389,22.569,21.934,22.185,-0.06,150.0,0.0
08-01-2024_13-17-07,100,0.031,0.0,-3.511,22.388,22.646,21.944,22.192,-0.047,150.0,0.0
08-01-2024_13-17-07,101,0.031,0.0,-3.511,22.395,22.537,21.941,22.192,-0.055,150.0,0.0
08-01-2024_13-17-07,101,0.031,0.0,-3.511,22.38,22.576,21.931,22.199,-0.077,150.0,0.0
08-01-2024_13-17-08,101,0.031,0.0,-3.511,22.383,22.562,21.939,22.198,-0.084,150.0,0.0
08-01-2024_13-17-08,101,0.031,0.0,-3.511,22.39,22.689,21.934,22.208,-0.075,150.0,0.0
08-01-2024_13-17-08,102,0.031,0.0,-3.511,22.38,22.553,21.932,22.211,-0.113,150.0,0.0
08-01-2024_13-17-08,102,0.031,0.0,-3.511,22.388,22.643,21.955,22.21,-0.089,150.0,0.0
08-01-2024_13-17-09,102,0.031,0.0,-3.511,22.394,22.588,21.926,22.216,-0.109,150.0,0.0
08-01-2024_13-17-09,102,0.031,0.0,-3.511,22.392,22.538,21.934,22.216,-0.088,150.0,0.0
08-01-2024_13-17-09,103,0.031,0.0,-3.511,22.387,22.57,21.935,22.222,-0.097,150.0,0.0
08-01-2024_13-17-09,103,0.03,0.0,-3.511,22.386,22.563,21.94,22.223,-0.133,150.0,0.0
08-01-2024_13-17-10,103,0.031,0.0,-3.511,22.394,22.563,21.934,22.228,-0.079,150.0,0.0
08-01-2024_13-17-10,103,0.031,0.0,-3.511,22.392,22.514,21.955,22.222,-0.127,150.0,0.0
08-01-2024_13-17-10,104,0.031,0.0,-3.511,22.39,22.577,21.921,22.225,-0.128,150.0,0.0
08-01-2024_13-17-10,104,0.031,0.0,-3.511,22.397,22.628,21.953,22.235,-0.101,150.0,0.0
08-01-2024_13-17-11,104,0.031,0.0,-3.511,22.395,22.59,21.937,22.24,-0.088,150.0,0.0
08-01-2024_13-17-11,104,0.031,0.0,-3.511,22.385,22.653,21.939,22.238,-0.087,150.0,0.0
08-01-2024_13-17-11,105,0.031,0.0,-3.511,22.39,22.503,21.962,22.243,-0.119,150.0,0.0
08-01-2024_13-17-11,105,0.031,0.0,-3.511,22.397,22.647,21.971,22.239,-0.1,150.0,0.0
08-01-2024_13-17-12,105,0.031,0.0,-3.511,22.394,22.578,21.958,22.245,-0.1,150.0,0.0
08-01-2024_13-17-12,105,0.031,0.0,-3.511,22.39,22.584,21.955,22.24,-0.118,150.0,0.0
08-01-2024_13-17-12,106,0.031,0.0,-3.511,22.393,22.506,21.964,22.244,-0.099,150.0,0.0
08-01-2024_13-17-12,106,0.031,0.0,-3.511,22.392,22.594,21.941,22.252,-0.079,150.0,0.0
08-01-2024_13-17-13,106,0.031,0.0,-3.511,22.397,22.56,21.947,22.236,-0.112,150.0,0.0
08-01-2024_13-17-13,106,0.031,0.0,-3.511,22.378,22.512,21.961,22.245,-0.106,150.0,0.0
08-01-2024_13-17-13,107,0.031,0.0,-3.511,22.391,22.585,21.953,22.244,-0.101,150.0,0.0
08-01-2024_13-17-13,107,0.031,0.0,-3.511,22.393,22.584,21.943,22.238,-0.1,150.0,0.0
08-01-2024_13-17-14,107,0.03,0.0,-3.511,22.39,22.566,21.943,22.242,-0.119,150.0,0.0
08-01-2024_13-17-14,107,0.03,0.0,-3.511,22.386,22.563,21.92,22.243,-0.13,150.0,0.0
08-01-2024_13-17-14,108,0.03,0.0,-3.511,22.397,22.506,21.943,22.241,-0.102,150.0,0.0
08-01-2024_13-17-14,108,0.03,0.0,-3.511,22.384,22.588,21.946,22.238,-0.119,150.0,0.0
08-01-2024_13-17-15,108,0.03,0.0,-3.511,22.395,22.631,21.969,22.243,-0.13,150.0,0.0
08-01-2024_13-17-15,108,0.03,0.0,-3.511,22.395,22.606,21.954,22.231,-0.084,150.0,0.0
08-01-2024_13-17-15,109,0.03,0.0,-3.511,22.393,22.538,21.935,22.234,-0.093,150.0,0.0
08-01-2024_13-17-15,109,0.031,0.0,-3.511,22.397,22.576,21.956,22.235,-0.123,150.0,0.0
08-01-2024_13-17-16,109,0.031,0.0,-3.511,22.395,22.496,21.933,22.232,-0.079,150.0,0.0
08-01-2024_13-17-16,109,0.031,0.0,-3.511,22.391,22.556,21.954,22.232,-0.088,150.0,0.0
08-01-2024_13-17-16,110,0.031,0.0,-3.511,22.388,22.615,21.987,22.238,-0.073,150.0,0.0
08-01-2024_13-17-16,110,0.031,0.0,-3.511,22.407,22.629,21.977,22.239,-0.097,150.0,0.0
08-01-2024_13-17-17,110,0.031,0.0,-3.511,22.401,22.632,21.946,22.232,-0.07,150.0,0.0
08-01-2024_13-17-17,110,0.031,0.0,-3.511,22.39,22.595,21.941,22.231,-0.119,150.0,0.0
08-01-2024_13-17-17,111,0.031,0.0,-3.511,22.395,22.556,21.944,22.23,-0.084,150.0,0.0
08-01-2024_13-17-17,111,0.031,0.0,-3.511,22.388,22.595,21.941,22.229,-0.122,150.0,0.0
08-01-2024_13-17-18,111,0.03,0.0,-3.511,22.398,22.585,21.947,22.228,-0.076,150.0,0.0
08-01-2024_13-17-18,111,0.031,0.0,-3.511,22.39,22.615,21.957,22.225,-0.085,150.0,0.0
08-01-2024_13-17-18,112,0.03,0.0,-3.511,22.395,22.614,21.942,22.229,-0.097,150.0,0.0
08-01-2024_13-17-18,112,0.03,0.0,-3.511,22.395,22.575,21.93,22.229,-0.081,150.0,0.0
08-01-2024_13-17-19,112,0.03,0.0,-3.511,22.389,22.579,21.969,22.222,-0.121,150.0,0.0
08-01-2024_13-17-19,112,0.031,0.0,-3.511,22.397,22.62,21.924,22.226,-0.089,150.0,0.0
08-01-2024_13-17-19,113,0.031,0.0,-3.511,22.397,22.51,21.923,22.229,-0.098,150.0,0.0
08-01-2024_13-17-19,113,0.03,0.0,-3.511,22.398,22.573,21.947,22.224,-0.095,150.0,0.0
08-01-2024_13-17-20,113,0.03,0.0,-3.511,22.39,22.609,21.946,22.23,-0.082,150.0,0.0
08-01-2024_13-17-20,113,0.03,0.0,-3.511,22.39,22.473,21.94,22.228,-0.108,150.0,0.0
08-01-2024_13-17-20,114,0.03,0.0,-3.511,22.394,22.583,21.949,22.228,-0.136,150.0,0.0
08-01-2024_13-17-20,114,0.031,0.0,-3.511,22.385,22.547,21.958,22.223,-0.083,150.0,0.0
08-01-2024_13-17-21,114,0.031,0.0,-3.511,22.404,22.549,21.962,22.223,-0.092,150.0,0.0
08-01-2024_13-17-21,114,0.031,0.0,-3.511,22.391,22.597,21.948,22.223,-0.094,150.0,0.0
08-01-2024_13-17-21,115,0.031,0.0,-3.511,22.397,22.52,21.936,22.221,-0.08,150.0,0.0
08-01-2024_13-17-21,115,0.031,0.0,-3.511,22.406,22.555,21.941,22.216,-0.051,150.0,0.0
08-01-2024_13-17-22,115,0.031,0.0,-3.511,22.401,22.61,21.953,22.22,-0.089,150.0,0.0
08-01-2024_13-17-22,115,0.03,0.0,-3.511,22.392,22.608,21.971,22.217,-0.077,150.0,0.0
08-01-2024_13-17-22,116,0.03,0.0,-3.511,22.403,22.622,21.938,22.223,-0.112,150.0,0.0
08-01-2024_13-17-22,116,0.03,0.0,-3.511,22.394,22.558,21.931,22.218,-0.083,150.0,0.0
08-01-2024_13-17-23,116,0.03,0.0,-3.511,22.4,22.602,21.963,22.214,-0.096,150.0,0.0
08-01-2024_13-17-23,116,0.03,0.0,-3.511,22.405,22.574,21.949,22.215,-0.099,150.0,0.0
08-01-2024_13-17-23,117,0.03,0.0,-3.511,22.396,22.47,21.929,22.217,-0.05,150.0,0.0
08-01-2024_13-17-23,117,0.031,0.0,-3.511,22.395,22.542,21.969,22.213,-0.063,150.0,0.0
08-01-2024_13-17-24,117,0.031,0.0,-3.511,22.396,22.594,21.933,22.214,-0.089,150.0,0.0
08-01-2024_13-17-24,117,0.03,0.0,-3.511,22.393,22.634,21.941,22.207,-0.129,150.0,0.0
08-01-2024_13-17-24,118,0.03,0.0,-3.511,22.395,22.587,21.929,22.209,-0.094,150.0,0.0
08-01-2024_13-17-24,118,0.031,0.0,-3.511,22.4,22.532,21.938,22.213,-0.068,150.0,0.0
08-01-2024_13-17-25,118,0.031,0.0,-3.511,22.399,22.632,21.952,22.206,-0.103,150.0,0.0
08-01-2024_13-17-25,118,0.031,0.0,-3.511,22.392,22.529,21.95,22.204,-0.074,150.0,0.0
08-01-2024_13-17-25,119,0.031,0.0,-3.511,22.39,22.559,21.952,22.201,-0.05,150.0,0.0
08-01-2024_13-17-25,119,0.031,0.0,-3.511,22.4,22.62,21.956,22.201,-0.083,150.0,0.0
08-01-2024_13-17-26,119,0.031,0.0,-3.511,22.404,22.594,21.969,22.202,-0.039,150.0,0.0
08-01-2024_13-17-26,119,0.031,0.0,-3.511,22.397,22.559,21.956,22.193,-0.066,150.0,0.0
08-01-2024_13-17-26,120,0.031,0.0,-3.511,22.399,22.465,21.946,22.197,-0.075,150.0,0.0
08-01-2024_13-17-26,120,0.031,0.0,-3.511,22.394,22.555,21.944,22.196,-0.065,150.0,0.0
08-01-2024_13-17-27,120,0.031,0.0,-3.511,22.388,22.585,21.935,22.189,-0.067,150.0,0.0
08-01-2024_13-17-27,120,0.031,0.0,-3.511,22.397,22.595,21.933,22.193,-0.08,150.0,0.0
08-01-2024_13-17-27,121,0.031,0.0,-3.511,22.388,22.562,21.946,22.192,-0.055,150.0,0.0
08-01-2024_13-17-27,121,0.031,0.0,-3.511,22.402,22.583,21.926,22.188,-0.073,150.0,0.0
