Date,Time,Biomass,Dissolved_oxygen,pH,T_heater,T_liquid,T_sensor,T_amb,Power,PWM_feed,PWM_heater
08-01-2024_13-23-32,485,0.03,0.0,-3.511,38.584,23.555,22.921,22.346,100.168,150.0,255.0
08-01-2024_13-23-32,486,0.03,0.0,-3.511,38.596,23.537,22.9,22.336,100.168,150.0,255.0
08-01-2024_13-23-32,486,0.03,0.0,-3.511,38.617,23.517,22.953,22.336,100.174,150.0,255.0
08-01-2024_13-23-33,486,0.03,0.0,-3.511,38.62,23.551,22.882,22.33,100.185,150.0,255.0
08-01-2024_13-23-33,486,0.03,0.0,-3.511,38.627,23.523,22.995,22.325,100.165,150.0,255.0
08-01-2024_13-23-33,487,0.03,0.0,-3.511,38.638,23.617,22.933,22.323,100.152,150.0,255.0
08-01-2024_13-23-33,487,0.03,0.0,-3.511,38.641,23.555,22.961,22.317,100.134,150.0,255.0
08-01-2024_13-23-34,487,0.03,0.0,-3.511,38.654,23.533,22.913,22.313,100.182,150.0,255.0
08-01-2024_13-23-34,487,0.03,0.0,-3.511,38.665,23.568,22.946,22.315,100.177,150.0,255.0
08-01-2024_13-23-34,488,0.03,0.0,-3.511,38.67,23.569,23.012,22.316,100.132,150.0,255.0
08-01-2024_13-23-34,488,0.03,0.0,-3.511,38.686,23.609,22.924,22.31,100.147,150.0,255.0
08-01-2024_13-23-35,488,0.03,0.0,-3.511,38.684,23.595,22.965,22.308,100.142,150.0,255.0
08-01-2024_13-23-35,488,0.031,0.0,-3.511,38.696,23.56,22.885,22.309,100.127,150.0,255.0
08-01-2024_13-23-35,489,0.031,0.0,-3.511,38.713,23.623,23.027,22.3,100.143,150.0,255.0
08-01-2024_13-23-35,489,0.03,0.0,-3.511,38.715,23.579,23.017,22.302,100.143,150.0,255.0
08-01-2024_13-23-36,489,0.03,0.0,-3.511,38.719,23.531,23.034,22.304,100.159,150.0,255.0
08-01-2024_13-23-36,489,0.03,0.0,-3.511,38.723,23.624,23.032,22.298,100.154,150.0,255.0
08-01-2024_13-23-36,490,0.03,0.0,-3.511,38.738,23.597,22.974,22.299,100.116,150.0,255.0
08-01-2024_13-23-36,490,0.03,0.0,-3.511,38.739,23.588,22.966,22.298,100.112,150.0,255.0
08-01-2024_13-23-37,490,0.03,0.0,-3.511,38.752,23.576,23.113,22.3,100.063,150.0,255.0
08-01-2024_13-23-37,490,0.03,0.0,-3.511,38.753,23.595,23.057,22.297,100.149,150.0,255.0
08-01-2024_13-23-37,491,0.03,0.0,-3.511,38.756,23.692,23.032,22.296,100.101,150.0,255.0
08-01-2024_13-23-37,491,0.03,0.0,-3.511,38.77,23.627,22.885,22.288,100.1,150.0,255.0
08-01-2024_13-23-38,491,0.03,0.0,-3.511,38.764,23.55,22.934,22.288,100.114,150.0,255.0
08-01-2024_13-23-38,491,0.03,0.0,-3.511,38.773,23.568,22.92,22.291,100.096,150.0,255.0
08-01-2024_13-23-38,492,0.03,0.0,-3.511,38.77,23.578,23.069,22.282,100.138,150.0,255.0
08-01-2024_13-23-38,492,0.03,0.0,-3.511,38.784,23.632,22.979,22.289,100.101,150.0,255.0
08-01-2024_13-23-39,492,0.03,0.0,-3.511,38.791,23.587,22.993,22.282,100.085,150.0,255.0
08-01-2024_13-23-39,492,0.03,0.0,-3.511,38.8,23.59,22.993,22.284,100.089,150.0,255.0
08-01-2024_13-23-39,493,0.03,0.0,-3.511,38.797,23.558,23.044,22.286,100.068,150.0,255.0
08-01-2024_13-23-39,493,0.03,0.0,-3.511,38.803,23.622,23.115,22.28,100.093,150.0,255.0
08-01-2024_13-23-40,493,0.03,0.0,-3.511,38.812,23.601,23.119,22.282,100.1,150.0,255.0
08-01-2024_13-23-40,493,0.03,0.0,-3.511,38.82,23.632,22.981,22.28,100.07,150.0,255.0
08-01-2024_13-23-40,494,0.03,0.0,-3.511,38.821,23.618,23.031,22.278,100.077,150.0,255.0
08-01-2024_13-23-40,494,0.031,0.0,-3.511,38.828,23.617,22.986,22.281,100.102,150.0,255.0
08-01-2024_13-23-41,494,0.03,0.0,-3.511,38.837,23.624,23.103,22.28,100.085,150.0,255.0
08-01-2024_13-23-41,494,0.03,0.0,-3.511,38.847,23.58,22.995,22.284,100.062,150.0,255.0
08-01-2024_13-23-41,495,0.03,0.0,-3.511,38.84,23.553,23.067,22.279,100.084,150.0,255.0
08-01-2024_13-23-42,495,0.03,0.0,-3.511,38.856,23.616,23.074,22.288,100.071,150.0,255.0
08-01-2024_13-23-42,495,0.03,0.0,-3.511,38.863,23.656,22.962,22.272,100.069,150.0,255.0
08-01-2024_13-23-42,495,0.03,0.0,-3.511,38.87,23.647,23.022,22.278,100.064,150.0,255.0
08-01-2024_13-23-42,496,0.03,0.0,-3.511,38.878,23.68,22.997,22.271,100.064,150.0,255.0
08-01-2024_13-23-43,496,0.03,0.0,-3.511,38.885,23.642,23.047,22.276,100.047,150.0,255.0
08-01-2024_13-23-43,496,0.03,0.0,-3.511,38.887,23.655,22.959,22.271,100.059,150.0,255.0
08-01-2024_13-23-43,496,0.03,0.0,-3.511,38.905,23.674,23.018,22.27,100.06,150.0,255.0
08-01-2024_13-23-43,497,0.03,0.0,-3.511,38.907,23.683,23.017,22.257,100.009,150.0,255.0
08-01-2024_13-23-44,497,0.03,0.0,-3.511,38.922,23.605,23.007,22.25,100.037,150.0,255.0
08-01-2024_13-23-44,497,0.03,0.0,-3.511,38.932,23.581,23.134,22.25,100.013,150.0,255.0
08-01-2024_13-23-44,497,0.03,0.0,-3.511,38.938,23.601,23.13,22.247,100.035,150.0,255.0
08-01-2024_13-23-44,498,0.03,0.0,-3.511,38.952,23.599,23.048,22.245,100.074,150.0,255.0
08-01-2024_13-23-45,498,0.03,0.0,-3.511,38.95,23.657,23.074,22.24,100.032,150.0,255.0
08-01-2024_13-23-45,498,0.03,0.0,-3.511,38.955,23.712,22.999,22.243,100.058,150.0,255.0
08-01-2024_13-23-45,498,0.03,0.0,-3.511,38.972,23.726,23.045,22.238,100.015,150.0,255.0
08-01-2024_13-23-45,499,0.03,0.0,-3.511,38.973,23.632,23.068,22.242,100.037,150.0,255.0
08-01-2024_13-23-46,499,0.03,0.0,-3.511,38.995,23.632,23.032,22.238,100.049,150.0,255.0
08-01-2024_13-23-46,499,0.031,0.0,-3.511,39.002,23.683,23.046,22.246,100.029,150.0,255.0
08-01-2024_13-23-46,499,0.031,0.0,-3.511,39.0,23.628,22.99,22.242,99.974,150.0,255.0
08-01-2024_13-23-46,500,0.03,0.0,-3.511,39.013,23.708,23.047,22.251,99.988,150.0,255.0
08-01-2024_13-23-47,500,0.03,0.0,-3.511,39.019,23.711,23.109,22.244,99.969,150.0,255.0
08-01-2024_13-23-47,500,0.03,0.0,-3.511,39.03,23.622,23.086,22.243,100.002,150.0,255.0
08-01-2024_13-23-47,500,0.03,0.0,-3.511,39.042,23.678,23.171,22.25,100.039,150.0,255.0
08-01-2024_13-23-47,501,0.03,0.0,-3.511,39.055,23.675,23.076,22.252,100.028,150.0,255.0
08-01-2024_13-23-48,501,0.03,0.0,-3.511,39.072,23.682,23.004,22.251,99.991,150.0,255.0
08-01-2024_13-23-48,501,0.03,0.0,-3.511,39.07,23.725,23.036,22.253,100.022,150.0,255.0
08-01-2024_13-23-48,501,0.03,0.0,-3.511,39.079,23.733,23.065,22.261,99.984,150.0,255.0
08-01-2024_13-23-48,502,0.03,0.0,-3.511,39.081,23.69,23.107,22.26,99.978,150.0,255.0
08-01-2024_13-23-49,502,0.03,0.0,-3.511,39.092,23.694,23.052,22.27,99.96,150.0,255.0
08-01-2024_13-23-49,502,0.03,0.0,-3.511,39.088,23.724,23.014,22.265,99.96,150.0,255.0
08-01-2024_13-23-49,502,0.03,0.0,-3.511,39.094,23.652,23.063,22.276,99.994,150.0,255.0
08-01-2024_13-23-49,503,0.03,0.0,-3.511,39.11,23.648,23.126,22.28,99.969,150.0,255.0
08-01-2024_13-23-50,503,0.03,0.0,-3.511,39.104,23.715,23.135,22.284,99.976,150.0,255.0
08-01-2024_13-23-50,503,0.03,0.0,-3.511,39.11,23.703,23.1,22.28,99.985,150.0,255.0
08-01-2024_13-23-50,503,0.03,0.0,-3.511,39.124,23.67,23.109,22.287,99.943,150.0,255.0
08-01-2024_13-23-50,504,0.03,0.0,-3.511,39.127,23.705,23.083,22.291,99.933,150.0,255.0
08-01-2024_13-23-51,504,0.03,0.0,-3.511,39.131,23.607,23.155,22.284,99.938,150.0,255.0
08-01-2024_13-23-51,504,0.03,0.0,-3.511,39.136,23.724,23.099,22.291,99.934,150.0,255.0
08-01-2024_13-23-51,504,0.03,0.0,-3.511,39.146,23.666,23.052,22.29,99.98,150.0,255.0
08-01-2024_13-23-51,505,0.03,0.0,-3.511,39.152,23.639,23.133,22.288,99.937,150.0,255.0
08-01-2024_13-23-52,505,0.031,0.0,-3.511,39.16,23.702,23.053,22.286,99.949,150.0,255.0
08-01-2024_13-23-52,505,0.03,0.0,-3.511,39.17,23.711,23.06,22.296,99.93,150.0,255.0
08-01-2024_13-23-52,505,0.03,0.0,-3.511,39.181,23.673,23.061,22.294,99.927,150.0,255.0
08-01-2024_13-23-52,506,0.03,0.0,-3.511,39.181,23.728,23.147,22.292,99.944,150.0,255.0
08-01-2024_13-23-53,506,0.03,0.0,-3.511,39.185,23.724,23.139,22.288,99.959,150.0,255.0
08-01-2024_13-23-53,506,0.03,0.0,-3.511,39.178,23.766,23.123,22.286,99.912,150.0,255.0
08-01-2024_13-23-53,506,0.03,0.0,-3.511,39.201,23.722,23.093,22.287,99.968,150.0,255.0
08-01-2024_13-23-53,507,0.03,0.0,-3.511,39.21,23.668,23.159,22.29,99.919,150.0,255.0
08-01-2024_13-23-54,507,0.03,0.0,-3.511,39.215,23.71,23.094,22.282,99.976,150.0,255.0
08-01-2024_13-23-54,507,0.03,0.0,-3.511,39.226,23.708,23.192,22.284,99.909,150.0,255.0
08-01-2024_13-23-54,507,0.03,0.0,-3.511,39.227,23.687,23.21,22.281,99.955,150.0,255.0
08-01-2024_13-23-54,508,0.03,0.0,-3.511,39.246,23.667,23.121,22.282,99.949,150.0,255.0
08-01-2024_13-23-55,508,0.03,0.0,-3.511,39.258,23.699,23.163,22.276,99.941,150.0,255.0
08-01-2024_13-23-55,508,0.03,0.0,-3.511,39.249,23.718,23.084,22.277,99.93,150.0,255.0
08-01-2024_13-23-55,509,0.03,0.0,-3.511,39.273,23.729,23.111,22.283,99.884,150.0,255.0
08-01-2024_13-23-55,509,0.03,0.0,-3.511,39.265,23.725,23.097,22.277,99.906,150.0,255.0
08-01-2024_13-23-56,509,0.03,0.0,-3.511,39.28,23.796,23.158,22.278,99.928,150.0,255.0
08-01-2024_13-23-56,509,0.03,0.0,-3.511,39.29,23.724,23.072,22.272,99.933,150.0,255.0
08-01-2024_13-23-56,510,0.03,0.0,-3.511,39.294,23.745,23.212,22.266,99.866,150.0,255.0
08-01-2024_13-23-56,510,0.03,0.0,-3.511,39.313,23.754,23.162,22.268,99.868,150.0,255.0
08-01-2024_13-23-57,510,0.03,0.0,-3.511,39.316,23.716,23.144,22.269,99.919,150.0,255.0
08-01-2024_13-23-57,510,0.03,0.0,-3.511,39.32,23.765,23.114,22.263,99.903,150.0,255.0
08-01-2024_13-23-57,511,0.03,0.0,-3.511,39.324,23.724,23.163,22.261,99.869,150.0,255.0
08-01-2024_13-23-57,511,0.03,0.0,-3.511,39.343,23.712,23.088,22.259,99.896,150.0,255.0
08-01-2024_13-23-58,511,0.031,0.0,-3.511,39.355,23.725,23.127,22.266,99.867,150.0,255.0
08-01-2024_13-23-58,511,0.03,0.0,-3.511,39.356,23.715,23.183,22.256,99.872,150.0,255.0
08-01-2024_13-23-58,512,0.03,0.0,-3.511,39.365,23.675,23.152,22.255,99.891,150.0,255.0
08-01-2024_13-23-58,512,0.03,0.0,-3.511,39.366,23.728,23.141,22.257,99.884,150.0,255.0
08-01-2024_13-23-59,512,0.03,0.0,-3.511,39.378,23.696,23.206,22.253,99.893,150.0,255.0
08-01-2024_13-23-59,512,0.03,0.0,-3.511,39.389,23.729,23.106,22.25,99.895,150.0,255.0
08-01-2024_13-23-59,513,0.03,0.0,-3.511,39.398,23.734,23.159,22.252,99.844,150.0,255.0
08-01-2024_13-23-59,513,0.03,0.0,-3.511,39.405,23.774,23.255,22.251,99.836,150.0,255.0
08-01-2024_13-24-00,513,0.03,0.0,-3.511,39.411,23.752,23.209,22.25,99.849,150.0,255.0
08-01-2024_13-24-00,513,0.03,0.0,-3.511,39.42,23.76,23.218,22.253,99.875,150.0,255.0
08-01-2024_13-24-00,514,0.03,0.0,-3.511,39.418,23.788,23.256,22.25,99.864,150.0,255.0
08-01-2024_13-24-00,514,0.03,0.0,-3.511,39.434,23.724,23.192,22.244,99.834,150.0,255.0
08-01-2024_13-24-01,514,0.03,0.0,-3.511,39.438,23.789,23.156,22.245,99.819,150.0,255.0
08-01-2024_13-24-01,514,0.03,0.0,-3.511,39.438,23.792,23.2,22.245,99.838,150.0,255.0
08-01-2024_13-24-01,515,0.03,0.0,-3.511,39.444,23.797,23.104,22.241,99.845,150.0,255.0
08-01-2024_13-24-01,515,0.03,0.0,-3.511,39.456,23.824,23.207,22.247,99.838,150.0,255.0
08-01-2024_13-24-02,515,0.03,0.0,-3.511,39.455,23.779,23.162,22.239,99.838,150.0,255.0
08-01-2024_13-24-02,515,0.03,0.0,-3.511,39.466,23.859,23.217,22.242,99.849,150.0,255.0
08-01-2024_13-24-02,516,0.03,0.0,-3.511,39.47,23.843,23.227,22.242,99.817,150.0,255.0
08-01-2024_13-24-02,516,0.03,0.0,-3.511,39.481,23.801,23.142,22.242,99.812,150.0,255.0
08-01-2024_13-24-03,516,0.03,0.0,-3.511,39.486,23.737,23.191,22.236,99.799,150.0,255.0
08-01-2024_13-24-03,516,0.03,0.0,-3.511,39.496,23.748,23.211,22.24,99.812,150.0,255.0
08-01-2024_13-24-03,517,0.031,0.0,-3.511,39.501,23.821,23.157,22.235,99.799,150.0,255.0
08-01-2024_13-24-03,517,0.03,0.0,-3.511,39.505,23.805,23.252,22.241,99.828,150.0,255.0
08-01-2024_13-24-04,517,0.03,0.0,-3.511,39.502,23.822,23.25,22.231,99.795,150.0,255.0
08-01-2024_13-24-04,517,0.03,0.0,-3.511,39.512,23.793,23.229,22.238,99.807,150.0,255.0
08-01-2024_13-24-04,518,0.03,0.0,-3.511,39.526,23.791,23.263,22.236,99.781,150.0,255.0
08-01-2024_13-24-04,518,0.03,0.0,-3.511,39.538,23.733,23.199,22.227,99.803,150.0,255.0
08-01-2024_13-24-05,518,0.03,0.0,-3.511,39.54,23.724,23.261,22.227,99.775,150.0,255.0
08-01-2024_13-24-05,518,0.03,0.0,-3.511,39.543,23.86,23.272,22.226,99.775,150.0,255.0
08-01-2024_13-24-05,519,0.03,0.0,-3.511,39.543,23.788,23.148,22.224,99.788,150.0,255.0
08-01-2024_13-24-05,519,0.03,0.0,-3.511,39.555,23.797,23.197,22.227,99.778,150.0,255.0
08-01-2024_13-24-06,519,0.03,0.0,-3.511,39.566,23.704,23.236,22.223,99.769,150.0,255.0
08-01-2024_13-24-06,519,0.03,0.0,-3.511,39.56,23.829,23.259,22.214,99.743,150.0,255.0
08-01-2024_13-24-06,520,0.03,0.0,-3.511,39.571,23.845,23.291,22.211,99.772,150.0,255.0
08-01-2024_13-24-06,520,0.03,0.0,-3.511,39.576,23.792,23.217,22.211,99.777,150.0,255.0
08-01-2024_13-24-07,520,0.03,0.0,-3.511,39.595,23.784,23.197,22.212,99.772,150.0,255.0
08-01-2024_13-24-07,520,0.03,0.0,-3.511,39.596,23.834,23.177,22.212,99.767,150.0,255.0
08-01-2024_13-24-07,521,0.03,0.0,-3.511,39.601,23.845,23.205,22.211,99.747,150.0,255.0
08-01-2024_13-24-07,521,0.03,0.0,-3.511,39.608,23.802,23.294,22.209,99.777,150.0,255.0
08-01-2024_13-24-08,521,0.03,0.0,-3.511,39.611,23.834,23.232,22.204,99.781,150.0,255.0
08-01-2024_13-24-08,521,0.03,0.0,-3.511,39.626,23.772,23.198,22.204,99.756,150.0,255.0
08-01-2024_13-24-08,522,0.03,0.0,-3.511,39.625,23.781,23.294,22.206,99.735,150.0,255.0
08-01-2024_13-24-08,522,0.03,0.0,-3.511,39.635,23.762,23.187,22.205,99.72,150.0,255.0
08-01-2024_13-24-09,522,0.03,0.0,-3.511,39.639,23.834,23.255,22.204,99.7,150.0,255.0
08-01-2024_13-24-09,522,0.03,0.0,-3.511,39.64,23.86,23.269,22.2,99.749,150.0,255.0
08-01-2024_13-24-09,523,0.031,0.0,-3.511,39.644,23.844,23.315,22.205,99.725,150.0,255.0
08-01-2024_13-24-09,523,0.03,0.0,-3.511,39.65,23.787,23.212,22.2,99.712,150.0,255.0
08-01-2024_13-24-10,523,0.03,0.0,-3.511,39.678,23.787,23.263,22.204,99.755,150.0,255.0
08-01-2024_13-24-10,523,0.03,0.0,-3.511,39.666,23.85,23.275,22.205,99.713,150.0,255.0
08-01-2024_13-24-10,524,0.03,0.0,-3.511,39.667,23.865,23.13,22.205,99.711,150.0,255.0
08-01-2024_13-24-10,524,0.03,0.0,-3.511,39.674,23.865,23.287,22.202,99.729,150.0,255.0
08-01-2024_13-24-11,524,0.03,0.0,-3.511,39.695,23.868,23.199,22.2,99.751,150.0,255.0
08-01-2024_13-24-11,524,0.03,0.0,-3.511,39.702,23.803,23.22,22.201,99.721,150.0,255.0
08-01-2024_13-24-11,525,0.03,0.0,-3.511,39.715,23.88,23.255,22.207,99.687,150.0,255.0
08-01-2024_13-24-11,525,0.03,0.0,-3.511,39.717,23.915,23.215,22.199,99.711,150.0,255.0
08-01-2024_13-24-12,525,0.03,0.0,-3.511,39.72,23.821,23.206,22.2,99.716,150.0,255.0
08-01-2024_13-24-12,525,0.03,0.0,-3.511,39.733,23.824,23.262,22.195,99.706,150.0,255.0
08-01-2024_13-24-12,526,0.03,0.0,-3.511,39.734,23.932,23.297,22.196,99.68,150.0,255.0
08-01-2024_13-24-12,526,0.03,0.0,-3.511,39.743,23.906,23.297,22.204,99.674,150.0,255.0
08-01-2024_13-24-13,526,0.03,0.0,-3.511,39.756,23.871,23.269,22.197,99.706,150.0,255.0
08-01-2024_13-24-13,526,0.03,0.0,-3.511,39.761,23.817,23.223,22.192,99.739,150.0,255.0
08-01-2024_13-24-13,527,0.03,0.0,-3.511,39.768,23.884,23.307,22.194,99.699,150.0,255.0
08-01-2024_13-24-13,527,0.03,0.0,-3.511,39.783,23.846,23.21,22.195,99.674,150.0,255.0
08-01-2024_13-24-14,527,0.03,0.0,-3.511,39.797,23.853,23.318,22.194,99.672,150.0,255.0
08-01-2024_13-24-14,527,0.03,0.0,-3.511,39.795,23.915,23.245,22.198,99.685,150.0,255.0
08-01-2024_13-24-14,528,0.03,0.0,-3.511,39.797,23.914,23.287,22.192,99.683,150.0,255.0
08-01-2024_13-24-14,528,0.03,0.0,-3.511,39.802,23.782,23.317,22.191,99.64,150.0,255.0
08-01-2024_13-24-15,528,0.03,0.0,-3.511,39.815,23.873,23.351,22.19,99.692,150.0,255.0
08-01-2024_13-24-15,528,0.03,0.0,-3.511,39.825,23.889,23.239,22.19,99.645,150.0,255.0
08-01-2024_13-24-15,529,0.031,0.0,-3.511,39.835,23.92,23.349,22.187,99.667,150.0,255.0
08-01-2024_13-24-15,529,0.03,0.0,-3.511,39.836,23.888,23.259,22.189,99.642,150.0,255.0
08-01-2024_13-24-16,529,0.03,0.0,-3.511,39.848,23.86,23.207,22.184,99.658,150.0,255.0
08-01-2024_13-24-16,529,0.03,0.0,-3.511,39.866,23.887,23.308,22.187,99.619,150.0,255.0
08-01-2024_13-24-16,530,0.03,0.0,-3.511,39.866,23.9,23.324,22.188,99.675,150.0,255.0
08-01-2024_13-24-16,530,0.03,0.0,-3.511,39.878,23.855,23.304,22.187,99.675,150.0,255.0
08-01-2024_13-24-17,530,0.03,0.0,-3.511,39.874,23.862,23.275,22.186,99.681,150.0,255.0
08-01-2024_13-24-17,530,0.03,0.0,-3.511,39.892,23.954,23.305,22.187,99.726,150.0,255.0
08-01-2024_13-24-17,531,0.03,0.0,-3.511,39.904,23.904,23.311,22.185,99.655,150.0,255.0
08-01-2024_13-24-17,531,0.03,0.0,-3.511,39.9,23.857,23.253,22.18,99.639,150.0,255.0
08-01-2024_13-24-18,531,0.03,0.0,-3.511,39.918,23.875,23.319,22.177,99.638,150.0,255.0
08-01-2024_13-24-18,531,0.03,0.0,-3.511,39.92,23.907,23.295,22.183,99.651,150.0,255.0
08-01-2024_13-24-18,532,0.03,0.0,-3.511,39.935,23.912,23.395,22.179,99.662,150.0,255.0
08-01-2024_13-24-18,532,0.03,0.0,-3.511,39.938,23.923,23.424,22.18,99.664,150.0,255.0
08-01-2024_13-24-19,532,0.03,0.0,-3.511,39.949,23.88,23.215,22.182,99.632,150.0,255.0
08-01-2024_13-24-19,532,0.03,0.0,-3.511,39.949,23.901,23.232,22.185,99.614,150.0,255.0
08-01-2024_13-24-19,533,0.03,0.0,-3.511,39.958,23.927,23.293,22.186,99.631,150.0,255.0
08-01-2024_13-24-19,533,0.03,0.0,-3.511,39.963,23.894,23.379,22.181,99.611,150.0,255.0
08-01-2024_13-24-20,533,0.03,0.0,-3.511,39.97,23.854,23.268,22.173,99.634,150.0,255.0
08-01-2024_13-24-20,533,0.03,0.0,-3.511,39.971,23.968,23.307,22.184,99.585,150.0,255.0
08-01-2024_13-24-20,534,0.03,0.0,-3.511,39.98,23.906,23.309,22.179,99.567,150.0,255.0
08-01-2024_13-24-20,534,0.03,0.0,-3.511,39.989,23.886,23.288,22.188,99.615,150.0,255.0
08-01-2024_13-24-21,534,0.031,0.0,-3.511,39.994,23.925,23.299,22.183,99.593,150.0,255.0
08-01-2024_13-24-21,534,0.03,0.0,-3.511,40.015,23.931,23.3,22.183,99.619,150.0,255.0
08-01-2024_13-24-21,535,0.03,0.0,-3.511,40.011,23.931,23.278,22.177,99.622,150.0,255.0
08-01-2024_13-24-21,535,0.03,0.0,-3.511,40.021,23.924,23.331,22.182,99.616,150.0,255.0
08-01-2024_13-24-22,535,0.03,0.0,-3.511,40.019,23.953,23.32,22.179,99.576,150.0,255.0
08-01-2024_13-24-22,535,0.03,0.0,-3.511,40.034,23.916,23.37,22.178,99.611,150.0,255.0
08-01-2024_13-24-22,536,0.03,0.0,-3.511,40.032,23.963,23.402,22.182,99.583,150.0,255.0
08-01-2024_13-24-22,536,0.03,0.0,-3.511,40.041,23.952,23.35,22.177,99.579,150.0,255.0
08-01-2024_13-24-23,536,0.03,0.0,-3.511,40.053,23.916,23.327,22.176,99.55,150.0,255.0
08-01-2024_13-24-23,536,0.03,0.0,-3.511,40.062,23.916,23.336,22.175,99.58,150.0,255.0
08-01-2024_13-24-23,537,0.03,0.0,-3.511,40.07,23.976,23.384,22.176,99.534,150.0,255.0
08-01-2024_13-24-23,537,0.03,0.0,-3.511,40.068,23.982,23.275,22.172,99.587,150.0,255.0
08-01-2024_13-24-24,537,0.03,0.0,-3.511,40.092,23.915,23.428,22.176,99.579,150.0,255.0
08-01-2024_13-24-24,537,0.03,0.0,-3.511,40.086,24.018,23.379,22.178,99.559,150.0,255.0
08-01-2024_13-24-24,538,0.03,0.0,-3.511,40.095,23.949,23.394,22.179,99.606,150.0,255.0
08-01-2024_13-24-24,538,0.03,0.0,-3.511,40.099,23.894,23.393,22.174,99.575,150.0,255.0
08-01-2024_13-24-25,538,0.03,0.0,-3.511,40.118,24.007,23.312,22.174,99.518,150.0,255.0
08-01-2024_13-24-25,538,0.03,0.0,-3.511,40.122,24.0,23.402,22.168,99.584,150.0,255.0
08-01-2024_13-24-25,539,0.03,0.0,-3.511,40.141,23.996,23.286,22.177,99.556,150.0,255.0
08-01-2024_13-24-25,539,0.03,0.0,-3.511,40.143,23.966,23.417,22.176,99.523,150.0,255.0
08-01-2024_13-24-26,539,0.03,0.0,-3.511,40.14,23.945,23.335,22.172,99.556,150.0,255.0
08-01-2024_13-24-26,539,0.03,0.0,-3.511,40.148,23.947,23.38,22.173,99.54,150.0,255.0
08-01-2024_13-24-26,540,0.03,0.0,-3.511,40.164,23.942,23.44,22.172,99.526,150.0,255.0
08-01-2024_13-24-26,540,0.031,0.0,-3.511,40.164,23.934,23.391,22.177,99.549,150.0,255.0
08-01-2024_13-24-27,540,0.03,0.0,-3.511,40.167,24.004,23.342,22.18,99.597,150.0,255.0
08-01-2024_13-24-27,540,0.03,0.0,-3.511,40.173,24.021,23.376,22.176,99.64,150.0,255.0
08-01-2024_13-24-27,541,0.03,0.0,-3.511,40.195,23.958,23.386,22.178,99.528,150.0,255.0
08-01-2024_13-24-27,541,0.03,0.0,-3.511,40.201,23.959,23.468,22.183,99.53,150.0,255.0
08-01-2024_13-24-28,541,0.03,0.0,-3.511,40.21,24.019,23.313,22.18,99.555,150.0,255.0
08-01-2024_13-24-28,541,0.03,0.0,-3.511,40.212,23.937,23.359,22.181,99.526,150.0,255.0
08-01-2024_13-24-28,542,0.03,0.0,-3.511,40.218,23.976,23.38,22.177,99.559,150.0,255.0
08-01-2024_13-24-28,542,0.03,0.0,-3.511,40.227,24.016,23.35,22.184,99.54,150.0,255.0
08-01-2024_13-24-29,542,0.03,0.0,-3.511,40.237,23.929,23.468,22.188,99.514,150.0,255.0
08-01-2024_13-24-29,542,0.03,0.0,-3.511,40.241,23.967,23.418,22.19,99.534,150.0,255.0
08-01-2024_13-24-29,543,0.03,0.0,-3.511,40.249,23.925,23.401,22.194,99.521,150.0,255.0
08-01-2024_13-24-29,543,0.03,0.0,-3.511,40.262,24.001,23.406,22.197,99.493,150.0,255.0
08-01-2024_13-24-30,543,0.03,0.0,-3.511,40.255,24.011,23.356,22.202,99.553,150.0,255.0
08-01-2024_13-24-30,543,0.03,0.0,-3.511,40.262,23.976,23.413,22.201,99.507,150.0,255.0
08-01-2024_13-24-30,544,0.03,0.0,-3.511,40.275,24.016,23.418,22.203,99.513,150.0,255.0
08-01-2024_13-24-30,544,0.03,0.0,-3.511,40.283,24.009,23.392,22.211,99.52,150.0,255.0
08-01-2024_13-24-31,544,0.03,0.0,-3.511,40.286,23.993,23.469,22.22,99.465,150.0,255.0
08-01-2024_13-24-31,544,0.03,0.0,-3.511,40.294,23.995,23.387,22.218,99.49,150.0,255.0
08-01-2024_13-24-31,545,0.03,0.0,-3.511,40.3,24.002,23.42,22.214,99.454,150.0,255.0
08-01-2024_13-24-31,545,0.03,0.0,-3.511,40.312,23.924,23.424,22.222,99.508,150.0,255.0
08-01-2024_13-24-32,545,0.03,0.0,-3.511,40.331,24.01,23.409,22.226,99.491,150.0,255.0
08-01-2024_13-24-32,545,0.03,0.0,-3.511,40.33,24.034,23.369,22.229,99.5,150.0,255.0
08-01-2024_13-24-32,546,0.03,0.0,-3.511,40.328,24.069,23.341,22.23,99.489,150.0,255.0
08-01-2024_13-24-32,546,0.03,0.0,-3.511,40.349,23.974,23.548,22.222,99.465,150.0,255.0
08-01-2024_13-24-33,546,0.03,0.0,-3.511,40.353,23.981,23.467,22.227,99.488,150.0,255.0
08-01-2024_13-24-33,546,0.03,0.0,-3.511,40.365,24.005,23.463,22.232,99.47,150.0,255.0
08-01-2024_13-24-33,547,0.03,0.0,-3.511,40.361,24.029,23.506,22.23,99.452,150.0,255.0
08-01-2024_13-24-33,547,0.03,0.0,-3.511,40.375,24.013,23.499,22.227,99.489,150.0,255.0
08-01-2024_13-24-34,547,0.03,0.0,-3.511,40.396,24.018,23.346,22.228,99.444,150.0,255.0
08-01-2024_13-24-34,547,0.03,0.0,-3.511,40.404,24.006,23.44,22.223,99.503,150.0,255.0
